id_curriculo_componente;id_curriculo;id_componente_curricular;tipo_vinculo_componente;semestre_oferta
102264321;101658777;23553;OPTATIVO;0
101667744;101658777;55038;OPTATIVO;0
115630308;101658777;61120;OPTATIVO;0
102264316;101658777;52866;OPTATIVO;0
115630310;101658777;61122;OPTATIVO;0
121664712;101658777;63936;OPTATIVO;0
102264329;101658777;46256;OPTATIVO;0
115630318;101658777;61102;OPTATIVO;0
115630322;101658777;61106;OPTATIVO;0
112438357;101658777;55096;OPTATIVO;0
102264315;101658777;23558;OPTATIVO;0
115630320;101658777;61104;OPTATIVO;0
118878574;101658777;62887;OPTATIVO;0
101667705;101658777;52685;OPTATIVO;0
115630302;101658777;61093;OPTATIVO;0
115630300;101658777;61086;OPTATIVO;0
101667944;101658777;52795;OPTATIVO;0
105764695;101658777;2054955;OPTATIVO;0
105764667;101658777;2054904;OPTATIVO;0
111304726;101658777;59735;OPTATIVO;0
115630298;101658777;61084;OPTATIVO;0
101667940;101658777;55053;OPTATIVO;0
115548051;101658777;51457;OPTATIVO;0
119242627;101658777;62381;OPTATIVO;0
102264323;101658777;52975;OPTATIVO;0
101667994;101658777;55051;OPTATIVO;0
101667938;101658777;55028;OPTATIVO;0
125292590;101658777;55940;OPTATIVO;0
113235390;101658777;26528;OPTATIVO;0
115630292;101658777;61111;OPTATIVO;0
105764696;101658777;2054951;OPTATIVO;0
101667783;101658777;52692;OPTATIVO;0
111304729;101658777;59738;OPTATIVO;0
115630312;101658777;61096;OPTATIVO;0
101667717;101658777;52996;OPTATIVO;0
105764693;101658777;2054932;OPTATIVO;0
105764694;101658777;2054950;OPTATIVO;0
101659803;101658777;55019;OBRIGATÓRIO;1
105764678;101658777;2054910;OPTATIVO;0
101667942;101658777;52789;OPTATIVO;0
101667700;101658777;55041;OPTATIVO;0
104731121;101658777;56269;OPTATIVO;0
101667776;101658777;55056;OPTATIVO;0
102264318;101658777;52971;OPTATIVO;0
115630323;101658777;61107;OPTATIVO;0
101659805;101658777;55031;OBRIGATÓRIO;1
105764685;101658777;26923;OPTATIVO;0
105764677;101658777;2054957;OPTATIVO;0
101667718;101658777;55055;OPTATIVO;0
115630296;101658777;61115;OPTATIVO;0
105764669;101658777;52813;OPTATIVO;0
101667782;101658777;55044;OPTATIVO;0
105764682;101658777;26916;OPTATIVO;0
111304724;101658777;59733;OPTATIVO;0
121664707;101658777;63932;OPTATIVO;0
115630303;101658777;61094;OPTATIVO;0
101667711;101658777;52693;OPTATIVO;0
102264330;101658777;23557;OPTATIVO;0
121664708;101658777;63933;OPTATIVO;0
119356684;101658777;62382;OPTATIVO;0
105764697;101658777;2054952;OPTATIVO;0
101659834;101658777;55025;OBRIGATÓRIO;3
101667715;101658777;52700;OPTATIVO;0
105764699;101658777;2054954;OPTATIVO;0
101667948;101658777;52791;OPTATIVO;0
101667696;101658777;52536;OPTATIVO;0
113235392;101658777;59634;OPTATIVO;0
101667786;101658777;55039;OPTATIVO;0
115630295;101658777;61114;OPTATIVO;0
105764687;101658777;26920;OPTATIVO;0
105764681;101658777;26915;OPTATIVO;0
115627951;101658777;61132;OPTATIVO;0
101659808;101658777;52665;OBRIGATÓRIO;2
111304721;101658777;57806;OPTATIVO;0
125292589;101658777;64877;OPTATIVO;0
119658290;101658777;21764;OPTATIVO;0
102264325;101658777;2040950;OPTATIVO;0
120655401;101658777;2054928;OPTATIVO;0
105764698;101658777;2054953;OPTATIVO;0
101667702;101658777;55045;OPTATIVO;0
101667719;101658777;55059;OPTATIVO;0
101667698;101658777;55036;OPTATIVO;0
105764700;101658777;2054956;OPTATIVO;0
125078420;101658777;65104;OPTATIVO;0
101667714;101658777;52699;OPTATIVO;0
121664710;101658777;63934;OPTATIVO;0
115630297;101658777;61083;OPTATIVO;0
101667780;101658777;52681;OPTATIVO;0
105764692;101658777;2054931;OPTATIVO;0
101667706;101658777;52683;OPTATIVO;0
111304725;101658777;59734;OPTATIVO;0
121664709;101658777;63937;OPTATIVO;0
105764672;101658777;21717;OPTATIVO;0
101667779;101658777;52688;OPTATIVO;0
101659833;101658777;55022;OBRIGATÓRIO;2
115630291;101658777;61110;OPTATIVO;0
105764674;101658777;52811;OPTATIVO;0
101667781;101658777;55060;OPTATIVO;0
115630301;101658777;61087;OPTATIVO;0
115630299;101658777;61085;OPTATIVO;0
105764680;101658777;26908;OPTATIVO;0
112695759;101658777;2054921;OPTATIVO;0
105764671;101658777;2054905;OPTATIVO;0
112438355;101658777;55094;OPTATIVO;0
105764673;101658777;2054918;OPTATIVO;0
125078419;101658777;65103;OPTATIVO;0
111304723;101658777;59732;OPTATIVO;0
101667701;101658777;55043;OPTATIVO;0
115690616;101658777;52990;OPTATIVO;0
105764676;101658777;55369;OPTATIVO;0
112438354;101658777;55047;OPTATIVO;0
101667712;101658777;52697;OPTATIVO;0
